id,Title,Type,Category,Source,Link,Length,Date,Coutry,Language,Relevance,Notes,,,,,,,
201,7天入门机器学习day5. 13 欠拟合和过拟合的介绍,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=OgeLmXv7Hyw&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=64,7:37,2020-04-28,Mainland China,Mandarin,,,,,,,,,
202,7天入门机器学习day5. 14 正则化线性模型,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=7PmFsjoMTcI&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=65,5:59,2020-04-28,Mainland China,Mandarin,,,,,,,,,
203,7天入门机器学习day5. 15 岭回归介绍,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=24Z4rSMjd8U&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=66,8:00,2020-04-28,Mainland China,Mandarin,,,,,,,,,
204,7天入门机器学习day5. 16 模型保存和加载,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=AmAU-6cvsFo&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=67,7:37,2020-04-28,Mainland China,Mandarin,,,,,,,,,
205,7天入门机器学习day6- 1 逻辑回归介绍,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=hFpI_XVErFQ&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=68,14:47,2020-04-28,Mainland China,Mandarin,,,,,,,,,
206,7天入门机器学习day6- 2 逻辑回归api介绍,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=05SNGMbUVSA&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=69,2:43,2020-04-28,Mainland China,Mandarin,,,,,,,,,
207,7天入门机器学习day6- 3 肿瘤预测案例,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=Ty4NGwdah8Q&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=70,16:03,2020-04-28,Mainland China,Mandarin,,,,,,,,,
208,7天入门机器学习day6- 4 分类评估方法介绍,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=TlKPI02tKHI&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=71,20:59,2020-04-28,Mainland China,Mandarin,,,,,,,,,
209,7天入门机器学习day6- 5 roc曲线绘制过程,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=_g1X773iCPo&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=72,9:52,2020-04-28,Mainland China,Mandarin,,,,,,,,,
210,7天入门机器学习day6- 6 决策树算法简介,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=WQPpyvzjyP0&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=73,2:51,2020-04-28,Mainland China,Mandarin,,,,,,,,,
211,7天入门机器学习day6- 7 熵的介绍,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=jAl3aYR3HLY&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=74,8:30,2020-04-28,Mainland China,Mandarin,,,,,,,,,
212,7天入门机器学习day6- 8 信息增益的介绍,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=IH7YJ338uUQ&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=75,9:40,2020-04-28,Mainland China,Mandarin,,,,,,,,,
213,7天入门机器学习day6- 9 信息增益率的介绍,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=ZP4-lpJ0siY&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=76,13:31,2020-04-28,Mainland China,Mandarin,,,,,,,,,
214,7天入门机器学习day6- 10 基尼指数的介绍,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=Js_gZPQakNw&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=77,9:13,2020-04-28,Mainland China,Mandarin,,,,,,,,,
215,7天入门机器学习day6- 11 决策树划分原理小结,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=KxGM-Qxu0_Y&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=78,5:21,2020-04-28,Mainland China,Mandarin,,,,,,,,,
216,7天入门机器学习day6- 12 cart剪枝介绍,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=3ZQqO4YpMN8&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=79,3:44,2020-04-28,Mainland China,Mandarin,,,,,,,,,
217,7天入门机器学习day6- 13 字典特征提取,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=8x3y6geBQTQ&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=80,13:26,2020-04-28,Mainland China,Mandarin,,,,,,,,,
218,7天入门机器学习day6- 14 英文文本特征提取,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=uHUK3AVnL0k&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=81,9:10,2020-04-28,Mainland China,Mandarin,,,,,,,,,
219,7天入门机器学习day6- 15 中文文本特征提取,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=lI49pG3-yPw&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=82,16:38,2020-04-28,Mainland China,Mandarin,,,,,,,,,
220,7天入门机器学习day6- 16 tfidf内容讲解,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=hx8D9I_yHpk&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=83,7:30,2020-04-28,Mainland China,Mandarin,,,,,,,,,
221,7天入门机器学习day6- 17 决策树算法api介绍,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=_Druy6vlDek&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=84,2:21,2020-04-28,Mainland China,Mandarin,,,,,,,,,
222,7天入门机器学习day6- 18 泰坦尼克号乘客生存预测,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=z8jA73vzNFw&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=85,20:16,2020-04-28,Mainland China,Mandarin,,,,,,,,,
223,7天入门机器学习day6- 19 树木可视化操作,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=8x7d_uydVgc&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=86,8:11,2020-04-28,Mainland China,Mandarin,,,,,,,,,
224,7天入门机器学习day7- 1 集成学习简介,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=ijUxMvLm2bs&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=87,4:25,2020-04-28,Mainland China,Mandarin,,,,,,,,,
225,7天入门机器学习day7- 2 bagging和随机森林概念介绍,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=hvMGwH164ks&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=88,5:49,2020-04-28,Mainland China,Mandarin,,,,,,,,,
226,7天入门机器学习day7- 3 随机森林api实现,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=mUFfTw18gPk&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=89,10:42,2020-04-28,Mainland China,Mandarin,,,,,,,,,
227,7天入门机器学习day7- 4 boosting概念介绍,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=QFiI-x68Kl4&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=90,10:09,2020-04-28,Mainland China,Mandarin,,,,,,,,,
228,7天入门机器学习day7- 5 GBDT内容介绍,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=3uVYT-AdGt0&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=91,11:23,2020-04-28,Mainland China,Mandarin,,,,,,,,,
229,7天入门机器学习day7- 6 聚类算法介绍,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=tv2HKr2PyQw&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=92,3:22,2020-04-28,Mainland China,Mandarin,,,,,,,,,
230,7天入门机器学习day7- 7 聚类算法api初步实现,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=IPW668EAGJM&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=93,10:57,2020-04-28,Mainland China,Mandarin,,,,,,,,,
231,7天入门机器学习day7- 8 聚类算法实现流程,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=gjNoerIWGJc&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=94,5:58,2020-04-28,Mainland China,Mandarin,,,,,,,,,
232,7天入门机器学习day7- 9 模型评估,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=379UBwALKz0&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=95,10:44,2020-04-28,Mainland China,Mandarin,,,,,,,,,
233,7天入门机器学习day7- 10 算法优化介绍,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=7Gwq5HZ-7n8&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=96,11:56,2020-04-28,Mainland China,Mandarin,,,,,,,,,
234,7天入门机器学习day7- 11 特征降维内容介绍,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=jnn_Qtr8Y0A&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=97,19:32,2020-04-28,Mainland China,Mandarin,,,,,,,,,
235,7天入门机器学习day7- 12 pca降维介绍,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=Mr-g7VC67S4&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=98,6:53,2020-04-28,Mainland China,Mandarin,,,,,,,,,
236,7天入门机器学习day7- 13 用户对物品类别的喜好细分案例,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=O_0do3Pyiw0&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=99,15:09,2020-04-28,Mainland China,Mandarin,,,,,,,,,
237,7天入门机器学习day7- 14 算法选择指导,Video,AI/Machine learning; Education,"Chuanzhi Podcast - ""7 days introductory machine learning""",https://www.youtube.com/watch?v=4m68xggZmYg&list=PLD3Xyx6ef38zHClQhz-a_Y4rNyotS6OUb&index=100,2:05,2020-04-28,Mainland China,Mandarin,,,,,,,,,
238,科技袁人：人人都在吹人工智能，那我们就来认真谈谈,Video,AI/Machine learning,Guan Video观视频工作室,https://www.youtube.com/watch?v=PCe-ZNTmhHk,20:08,2020-04-28,Mainland China,Mandarin,,,,,,,,,
239,百度王海峰决胜AI时代 超清 中国人工智能之路 (Baidu Wang Haifeng: the decisive victory in the AI era),Video,AI/Machine learning; Business/Economy,Youtube - Source unknown (Series: The road to artificial intelligence in China),https://www.youtube.com/watch?v=3j-aAlOy12U,31:10,2020-05-04,Mainland China,Mandarin,,,,,,,,,
240,腾讯姚星革自己的命 中国AI拥有更大梦想 超清 中国人工智能之路 (Tencent Yao Xing: revolutionizing his own life Chinese AI has a bigger dream),Video,AI/Machine learning; Business/Economy,Youtube - Source unknown (Series: The road to artificial intelligence in China),https://www.youtube.com/watch?v=BjTSOiTYXvk,35:06,2020-05-04,Mainland China,Mandarin,,,,,,,,,
241,科大讯飞胡郁中国人工智能的起与落 超清 中国人工智能之路 (HKUST Xunfei Hu Yu: The Rise and Fall of Chinese Artificial Intelligence),Video,AI/Machine learning; Business/Economy,Youtube - Source unknown (Series: The road to artificial intelligence in China),https://www.youtube.com/watch?v=AACLjUQ1B7I,35:06,2020-05-04,Mainland China,Mandarin,,,,,,,,,
242,"360集团周鸿祎打好人工智能时代安全攻防战 超清 中国人工智能之路 (360 Group Zhou Hongyi: Fighting the ""Offensive and Defensive Warfare"" in the Age of Artificial Intelligence)",Video,AI/Machine learning; Business/Economy,Youtube - Source unknown (Series: The road to artificial intelligence in China),https://www.youtube.com/watch?v=kCj0XJ6rCDU,34:15,2020-05-04,Mainland China,Mandarin,,,,,,,,,
243,谷歌李开复AI时代 重新寻找人类存在的意义 超清 中国人工智能之路 (Google Lee Kai-fu: AI era re-searching the meaning of human existence),Video,AI/Machine learning; Business/Economy,Youtube - Source unknown (Series: The road to artificial intelligence in China),https://www.youtube.com/watch?v=lm9ZIIc1T5k,34:57,2020-05-04,Mainland China,Mandarin,,,,,,,,,
244,今日头条马维英探索AI时代链接人类与信息的新方式 超清 中国人工智能之路 (Today's headline Ma Weiying: exploring new ways to link humans and information in the AI era),Video,AI/Machine learning; Business/Economy,Youtube - Source unknown (Series: The road to artificial intelligence in China),https://www.youtube.com/watch?v=4O_0YyWLyFQ,30:32,2020-05-04,Mainland China,Mandarin,,,,,,,,,
245,"旷视科技印奇：缔造人类“刷脸时代” 超清 中国人工智能之路 (defying science and technology: creating a ""face-washing era"" for humans)",Video,AI/Machine learning; Business/Economy,Youtube - Source unknown (Series: The road to artificial intelligence in China),https://www.youtube.com/watch?v=ZQRIDBrPdnc,32:51,2020-05-04,Mainland China,Mandarin,,,,,,,,,
246,"云际科技CEO支涛：机器人的智能化时代 超清 中国人工智能之路 (Zhi Tao, CEO of Yunji Technology: The Intelligent Age of Robots)",Video,AI/Machine learning; Business/Economy,Youtube - Source unknown (Series: The road to artificial intelligence in China),https://www.youtube.com/watch?v=2McYP3rSw7g,30:05,2020-05-04,Mainland China,Mandarin,,,,,,,,,
247,驭势科技吴甘沙：无人驾驶商业化破冰在即 超清 中国人工智能之路 (Yushi Technology Wu Gansha: driverless commercial icebreaking soon),Video,AI/Machine learning; Business/Economy,Youtube - Source unknown (Series: The road to artificial intelligence in China),https://www.youtube.com/watch?v=u8r5u3Xbelk,33:16,2020-05-04,Mainland China,Mandarin,,,,,,,,,
248,搜狗王小川：致力于以语言为核心的人工智能 超清 中国人工智能之路 (Sogou Wang Xiaochuan: Committed to Artificial Intelligence with Language as the Core),Video,AI/Machine learning; Business/Economy,Youtube - Source unknown (Series: The road to artificial intelligence in China),https://www.youtube.com/watch?v=bQfnz7ucBiY,35:20,2020-05-04,Mainland China,Mandarin,,,,,,,,,
249,智联招聘CEO郭盛：人工智能重构就业形态 超清 中国人工智能之路 (Zhi Sheng recruits CEO Guo Sheng: Artificial intelligence restructures employment patterns),Video,AI/Machine learning; Business/Economy,Youtube - Source unknown (Series: The road to artificial intelligence in China),https://www.youtube.com/watch?v=Y1S0o8h6QyI,33:47,2020-05-04,Mainland China,Mandarin,,,,,,,,,
250,阿里王坚：城市大脑将成为未来城市新基础设施 超清 中国人工智能之路 (Ali Wangjian: the urban brain will become the new urban infrastructure in the future),Video,AI/Machine learning; Business/Economy,Youtube - Source unknown (Series: The road to artificial intelligence in China),https://www.youtube.com/watch?v=fcgPVPGwWhs,36:21,2020-05-04,Mainland China,Mandarin,,,,,,,,,
251,【手撕AI简历！】想转人工智能？AI Engineer到底在做什么？进入这个行业，你要做好哪些准备？ (Want to switch to artificial intelligence? What is AI Engineer doing? What are you going to do to enter this industry?),Video,AI/Machine learning; Education,YouTube - BitTiger,https://www.youtube.com/watch?v=sbj60UNjcQc,1:33:35,2020-05-04,Mainland China,Mandarin,,,,,,,,,
252,1 1 可计算思想起源 (Computable origin of ideas),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=rPbN0aqQL2Q&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS,20:32,2020-05-04,Mainland China,Mandarin,,,,,,,,,
253,1 2 人工智能诞生 (The birth of artificial intelligence),Video,AI/Machine learning; Education,YouTube - BitTiger,https://www.youtube.com/watch?v=DkXmcXrouJI&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=2,17:13,2020-05-04,Mainland China,Mandarin,,,,,,,,,
254,1 3 人工智能主要方法与应用 (Main methods and applications of artificial intelligence),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=3I0tNsqDez0&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=3,21:56,2020-05-04,Mainland China,Mandarin,,,,,,,,,
255,1 4 人工智能研究主要内容 (Main contents of artificial intelligence research),Video,AI/Machine learning; Education,YouTube - BitTiger,https://www.youtube.com/watch?v=j-0hKBMB9K0&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=4,4:42,2020-05-04,Mainland China,Mandarin,,,,,,,,,
256,2 1启发式搜索 ( Heuristic search),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=kwWyKjeuL3E&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=5,26:43,2020-05-04,Mainland China,Mandarin,,,,,,,,,
257,2 2 对抗搜索 (Against Search),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=CfD02uf4o38&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=6,16:54,2020-05-04,Mainland China,Mandarin,,,,,,,,,
258,2 3 蒙特卡洛树搜索 (Monte Carlo Tree Search),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=niIaKaWIRX0&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=7,36:17,2020-05-04,Mainland China,Mandarin,,,,,,,,,
259,3 1 命题逻辑 (Propositional logic),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=CoQCVr-vO2o&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=8,18:02,2020-05-04,Mainland China,Mandarin,,,,,,,,,
260,3 2 谓词逻辑 (Predicate logic),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=aIOaqUf_GVI&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=9,16:12,2020-05-04,Mainland China,Mandarin,,,,,,,,,
261,3 3 知识图谱 (Knowledge Graph),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=vqwZ-VkDtvM&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=10,17:16,2020-05-04,Mainland China,Mandarin,,,,,,,,,
262,4 1机器学习基本概念 (Basic concepts of machine learning),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=o78bmbv1dYY&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=11,19:10,2020-05-04,Mainland China,Mandarin,,,,,,,,,
263,4 2 线性回归分析 (Linear regression analysis),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=FTuQ3Zeafas&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=12,10:21,2020-05-04,Mainland China,Mandarin,,,,,,,,,
264,4 3 提升算法boosting (Boosting algorithm boosting),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=_aFAg8hpc0I&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=13,16:53,2020-05-04,Mainland China,Mandarin,,,,,,,,,
265,5 1 K均值聚类 (K mean clustering),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=JDCCau8vnI4&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=14,17:58,2020-05-04,Mainland China,Mandarin,,,,,,,,,
266,5 2 主成份分析 (Principal component analysis),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=5MbjJOnUZDc&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=15,22:34,2020-05-04,Mainland China,Mandarin,,,,,,,,,
267,5 3 特征人脸分析 (Feature face analysis),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=inuedKDICdY&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=16,10:19,2020-05-04,Mainland China,Mandarin,,,,,,,,,
268,6 1 深度学习基本概念 (Basic concepts of deep learning),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=TrhwJQ12EN4&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=17,23:11,2020-05-04,Mainland China,Mandarin,,,,,,,,,
269,6 2 前馈神经网络 (Feedforward neural network),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=zx7dkeBpazw&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=18,16:18,2020-05-04,Mainland China,Mandarin,,,,,,,,,
270,6 3 误差后向传播BP (Backward propagation of error BP),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=JOYCMLvPWWM&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=19,14:09,2020-05-04,Mainland China,Mandarin,,,,,,,,,
271,7 1 卷积神经网络 (Convolutional Neural Network),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=bjtyWNTNuBQ&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=20,17:05,2020-05-04,Mainland China,Mandarin,,,,,,,,,
272,7 2 深度学习在自然语言和图像领域的应用 (Application of deep learning in the field of natural language and image),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=MaAM3z41UCI&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=21,18:02,2020-05-04,Mainland China,Mandarin,,,,,,,,,
273,8 1 强化学习定义 (Definition of reinforcement learning),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=SvwlFtZ68sg&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=22,24:53,2020-05-04,Mainland China,Mandarin,,,,,,,,,
274,8 2 策略优化与策略评估 (Strategy optimization and strategy evaluation),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=2LESAJ1dOoE&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=23,17:39,2020-05-04,Mainland China,Mandarin,,,,,,,,,
275,8 3 强化学习求解 (Reinforcement learning solution),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=d0p6MyB86Os&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=24,17:15,2020-05-04,Mainland China,Mandarin,,,,,,,,,
276,8 4 深度强化学习 (Deep Reinforcement Learning),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=GWN3inj682I&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=25,7:42,2020-05-04,Mainland China,Mandarin,,,,,,,,,
277,9 1 博弈相关概念 (Game-related concepts),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=qceOviM0FCs&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=26,18:09,2020-05-04,Mainland China,Mandarin,,,,,,,,,
278,9 2 遗憾最小化算法 (Regret Minimization Algorithm),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=LcVamqY2GSQ&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=27,18:53,2020-05-04,Mainland China,Mandarin,,,,,,,,,
279,9 3 虚拟遗憾最小化算法 (Virtual Regret Minimization Algorithm),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=4KqYUNJ0JtE&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=28,25:12,2020-05-04,Mainland China,Mandarin,,,,,,,,,
280,9 4 人工智能安全 (Artificial Intelligence Security),Video,AI/Machine learning; Education,"YouTube - China University-MOOC ""Artificial Intelligence: Models and Algorithms"" series",https://www.youtube.com/watch?v=8jbc8DHuOkc&list=PLBPbUxsZM4Sbz1dRuYVCrIlkGb0Bk63wS&index=29,18:05,2020-05-04,Mainland China,Mandarin,,,,,,,,,
281,回形针事务所 014 : 为什么手机需要人工智能？(Paperclip Office 014: Why do mobile phones need artificial intelligence?),Video,AI/Machine learning; Education,YouTube - PaperClip channel,https://www.youtube.com/watch?v=Ac0tCbAOxFQ,5:10,2020-05-04,Mainland China,Mandarin,,,,,,,,,
